,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Goal_dif,Result,overall,age,height_cm,weight_kg,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,rank_diff
0,Russia,5,0,Saudi Arabia,5,1,4.011111110000002,0.777777780000001,9.011111099999994,8.011111110000002,-0.5777777779999997,-11.125,2.875,7.125,0.625,3.0,0.625,1.388888889999997,-1.166666669999998,0.3111111100000059,2.9888888899999912,-4.5,-3.522222219999996,-3.777777780000001,1.688888889999994,3.5666666699999965,-0.7555555600000048,-10.111111109999996,-9.188888890000001,-10.577777779999991,6.733333330000008,-6.533333330000005,-2.333333330000002,-3.688888890000001,-2.966666669999995,2.0111111100000016,-1.4333333300000035,-3.7888888899999955,1.3777777800000024,-1.2999999999999972,6.344444440000004,-5.2888888899999955,7.522222219999996,-2.188888889999994,-3.0666666699999965,-1.833333330000002,5.899999999999999,3.5888888899999998,8.211111110000001,7.944444440000002,6.800000000000001,13.0,1
1,Egypt,0,1,Uruguay,-1,0,-6.641025639999995,1.2102564099999995,0.7282051999999908,2.0102564099999967,0.01538461499999988,-0.6233766200000019,-0.0649350699999971,-3.863636360000001,-2.759740260000001,-8.506493499999998,-6.740259739999999,-4.102564100000002,-0.8051282099999995,-9.256410250000002,-10.338461539999997,-4.871794870000002,-7.794871790000002,-7.061538460000001,-5.994871789999998,-9.984615379999994,-8.215384619999995,-2.302564099999998,-4.876923079999997,-4.302564099999998,-9.74871795,2.158974360000002,-8.59487179,-6.487179480000002,-11.687179480000012,-4.323076920000005,-4.984615380000001,-12.984615379999994,-14.53846154,-8.138461540000002,-8.676923079999995,-5.158974360000002,-7.117948709999993,-7.74871795,-13.215384620000002,-12.476923079999999,5.74358975,6.97435898,5.353846149999999,3.825641019999999,4.75897436,-15.5,10
2,Portugal,3,3,Spain,0,0,5.5,-1.5,-4.5,-2.5,0.5,2.0,8.0,10.0,12.0,13.0,-12.0,7.0,5.5,10.5,5.0,16.5,8.0,3.5,5.0,-1.0,8.5,17.5,14.0,17.0,9.5,18.0,2.0,4.0,-8.5,-0.5,10.0,7.0,18.0,-1.0,-5.5,-9.5,14.5,1.0,0.0,6.5,2.5,0.0,-2.0,3.5,-1.0,29.0,-3
3,Morocco,0,1,IR Iran,-1,0,3.75,1.527777780000001,0.875,-0.28472222000000613,0.08333333300000012,-7.258333329999999,-2.783333329999998,3.8833333299999993,1.2333333299999936,7.016666669999999,2.041666669999998,4.604166669999998,0.18055556000000195,0.472222219999999,7.798611110000003,0.36111111000000307,5.5625,3.263888889999997,4.145833330000002,12.381944439999998,5.118055560000002,-3.361111109999996,-2.833333330000002,1.0347222200000061,0.9097222200000061,-3.5,2.8125,-2.791666669999998,2.909722220000006,4.520833330000002,-0.652777780000001,3.298611110000003,8.138888889999997,-0.19444443999999805,1.416666669999998,4.152777780000001,3.034722220000006,9.9375,10.270833330000002,7.25,-1.5763888900000005,-1.1875,-2.652777780000001,-0.625,-3.0763888900000005,13.0,8
4,France,2,1,Australia,1,1,10.913043479999999,-2.0434782600000005,1.2173913000000027,0.17391304000000218,0.26086956500000014,2.5,5.8500000000000085,8.549999999999997,9.300000000000011,9.299999999999997,5.150000000000006,6.434782609999999,4.260869560000003,7.739130439999997,11.130434780000002,5.608695650000001,7.739130430000003,6.47826087,6.739130439999997,10.826086959999998,10.739130430000003,2.2173913000000027,2.7826086999999973,6.0,12.391304349999999,-0.8260869500000041,7.608695650000001,8.130434780000002,3.826086950000004,2.173913049999996,5.3043478299999975,5.347826089999998,10.608695650000001,5.260869560000003,3.347826089999998,-1.0434782600000005,11.130434789999995,7.217391300000003,7.217391300000003,7.565217390000001,0.5217391300000003,0.08695651999999754,-0.9565217399999995,-0.43478261000000273,0.6956521799999997,3.0,-29
5,Peru,0,1,Denmark,-1,0,-6.638443930000008,0.05034325000000095,-7.617849000000007,-6.311212810000001,0.24942791700000022,1.3029411800000048,-7.758823530000001,-6.25588235,-2.776470589999988,-5.023529410000002,-10.988235290000006,-0.4782608699999997,-6.748283750000006,-2.5125858099999974,-6.185354689999997,-3.5125858099999974,-0.07093822000000216,-2.004576659999998,-2.354691070000001,-6.219679630000002,-5.038901600000003,3.4759725400000008,1.0709382200000022,4.675057210000006,-9.054919900000002,8.871853540000004,-7.205949660000002,-1.6659038899999956,-7.620137299999996,-13.503432490000002,-2.0274599600000016,-6.093821509999998,-6.574370710000004,-5.242562929999998,-9.169336380000004,-2.819221970000001,-8.1167048,-1.643020589999999,-3.9816933600000013,-0.23112128000000354,-0.8489702500000007,-2.2128146399999977,-2.55377575,-1.4713958900000002,-2.9588100599999976,3.666666669999998,-1
6,Argentina,1,1,Iceland,0,0,11.092391300000003,-1.3260869600000014,-5.8097826000000055,-1.1956521700000025,0.5815217389999998,10.25,11.825000000000003,12.974999999999994,17.724999999999994,-4.600000000000001,-2.174999999999997,6.494565219999998,8.173913040000002,-5.4184782600000005,7.423913040000002,6.423913040000002,11.907608699999997,9.80978261,10.505434780000002,5.2934782600000005,10.10326087,6.760869569999997,5.4293478299999975,12.608695650000001,10.086956520000001,7.255434780000002,3.1195652199999984,-1.913043479999999,-1.0054347800000016,-5.201086959999998,0.3369565200000011,-8.114130430000003,-11.467391300000003,5.89673913,9.461956520000001,2.2173913000000027,4.152173910000002,-11.08152174,-9.967391300000003,-7.233695650000001,8.483695650000001,9.233695650000001,7.14673913,8.31521739,9.527173909999998,-1.9195402299999955,-18
7,Croatia,2,0,Nigeria,2,1,7.142857140000004,2.917293240000003,3.830827100000022,3.4135338299999916,0.07518796999999999,-7.663865550000011,10.970588239999998,12.037815120000005,7.285714290000001,3.5924369800000022,3.4033613499999973,6.733082709999998,6.827067669999998,0.5375939799999969,5.259398500000003,10.146616540000004,2.7781954900000017,8.244360899999997,12.154135340000003,6.154135340000003,4.105263160000007,-11.071428569999995,-10.526315789999998,-5.80451128,4.612781960000007,-8.319548869999998,2.729323309999998,-0.0413533899999976,-1.2556390999999962,1.8270676700000053,5.590225559999993,4.6879699200000005,1.6165413499999985,3.7180451099999985,10.507518799999993,7.003759389999999,7.026315789999998,-4.357142860000003,0.007518799999999715,-0.996240610000001,8.187969919999999,6.236842110000001,5.003759390000001,6.060150380000001,5.3684210499999985,-1.2528735599999976,-34
8,Brazil,1,1,Switzerland,0,0,3.095238100000003,3.5714285699999984,2.0,5.809523810000002,1.6666666669999999,-2.722222220000006,12.666666669999998,11.888888890000004,11.611111109999996,0.7777777799999939,-4.777777779999994,20.0,16.333333330000002,-2.1428571399999967,14.190476189999998,25.71428571,23.619047620000003,24.19047619,23.23809524,16.904761899999997,17.571428569999995,0.38095237999999654,-0.0952381000000031,-0.6190476200000035,8.285714290000001,2.5238095200000004,17.428571429999998,-21.047619049999994,0.8095238100000017,2.904761899999997,26.71428571,-14.285714290000001,9.571428570000002,17.04761905,17.19047619,12.952380949999998,-1.238095240000007,12.190476189999998,8.619047620000003,1.8095238100000017,-15.190476189999998,-9.190476189999998,-3.1428571400000003,-4.428571430000002,-13.23809524,-1.7471264400000024,-6
9,Costa Rica,0,1,Serbia,-1,0,-2.855263160000007,2.7368421100000013,-4.078947400000004,-5.22697368,-0.06907894699999995,4.0,-3.644444440000001,-2.444444439999998,-1.1888888900000012,1.4777777699999959,-3.077777779999991,-3.7730263199999996,-3.5592105300000014,-7.957236839999993,-3.4276315799999963,-4.463815789999998,-1.75,-4.0625,-1.9572368400000002,-1.9572368400000002,-3.457236839999993,5.121710530000001,4.22697368,7.440789469999999,-2.8453947400000033,6.756578949999998,-4.947368420000004,1.832236839999993,-1.7105263199999996,-5.299342109999998,-5.904605259999997,0.4342105300000014,3.7532894699999986,-3.35526316,-1.9144736800000004,-1.2861842100000018,-5.075657890000002,2.91776316,-0.3914473700000016,0.9868421099999978,2.02631579,0.9046052600000003,0.5460526300000001,1.5230263199999996,2.1315789499999998,16.0,-10
